"S.NO","ID","PHYLA","CLASS","ORDER","FAMILY","GENUS","SPECIES","STRAIN","ENVIRONMENT","PLANTSPHERE","HOST PHENOTYPE","PGPT BLAST-HMM COUNT","KEGG/IMG PGPT COUNT","IMG ISOLATION SITE","IMG SAMPLE ID","GENOME SIZE","GENE COUNT","IMG PROTEIN_COUNT","IS PUBLIC","IMG SEUQNECING STATUS","NCBI TAX ID","NCBI BIOPROJECT ID","NCBI BIOSAMPLE ID","NCBI REFSEQ ID","NCBI GBK ID","NCBI ASSEMBLY ID","NCBI WGS","NCBI LINK"
"289","PAB_0000000291","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. URHA0036","Microbacterium sp. URHA0036","Plants|Soil","not_announced","not_announced","not_announced","1266","forest soil communities across North America|Soil|Forest Soil|Forest|forest soil communities across North America","2522572100","4034872","3890","3832","Yes","Permanent Draft","1298860","PRJNA190817","SAMN02440853","GCF_000425985.1","GCA_000425985.1","ASM42598v1","AUEM00000000.1","link"
"290","PAB_0000000292","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium halophytorum","Microbacterium halophytorum YJYP303","Plants","not_announced","not_announced","not_announced","1096","Kalidium foliatum","2861978395","3331659","3011","2946","Yes","Permanent Draft","2067568","PRJNA427966","SAMN08278568","GCF_002970975.1","GCA_002970975.1","ASM297097v1","PNFA00000000.1","link"
"291","PAB_0000000293","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. YZGP509","Microbacterium sp. YZGP509","Plants","not_announced","not_announced","not_announced","1054","Suaeda aralocaspica|Suaeda aralocaspica","2861972546","3046821","2830","2769","Yes","Permanent Draft","2067814","PRJNA427969","SAMN08278657","GCF_003208015.1","GCA_003208015.1","ASM320801v1","PNEY00000000.1","link"
"292","PAB_0000000294","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium suaedae","Microbacterium suaedae YZYP306","Plants","not_announced","not_announced","not_announced","1177","Suaeda aralocaspica","2861981407","3348077","3119","3056","Yes","Permanent Draft","2067813","PRJNA427968","SAMN08278656","GCF_003254645.1","GCA_003254645.1","ASM325464v1","PNFD00000000.1","link"
"293","PAB_0000000295","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. YZYP518","Microbacterium sp. YZYP518","Plants","not_announced","not_announced","not_announced","1094","Borszczowia aralocaspica|Borszczowia aralocaspica","2861975377","3332461","3017","2950","Yes","Permanent Draft","2067812","PRJNA427967","SAMN08278655","GCF_002970955.1","GCA_002970955.1","ASM297095v1","PNEZ00000000.1","link"
"294","PAB_0000000296","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium testaceum","Microbacterium testaceum NS183 [SPER]","Plants","Spermosphere","not_announced","not_announced","1231","rice","2731957891","3875348","3725","3672","Yes","Permanent Draft","2033","PRJNA278182","SAMN03401346","GCF_001476275.1","GCA_001476275.1","ASM147627v1","LDRR00000000.1","link"
"295","PAB_0000000297","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium testaceum","Microbacterium testaceum NS206 [SPER]","Plants","Spermosphere","not_announced","not_announced","1197","rice","2731957892","3807434","3609","3557","Yes","Permanent Draft","2033","PRJNA278183","SAMN03401347","GCF_001477115.1","GCA_001477115.1","ASM147711v1","LDRS00000000.1","link"
"296","PAB_0000000298","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium testaceum","Microbacterium testaceum NS220 [SPER]","Plants","Spermosphere","not_announced","not_announced","1181","rice","2731957893","3969291","3824","3771","Yes","Permanent Draft","2033","PRJNA278184","SAMN03401348","GCF_001476655.1","GCA_001476655.1","ASM147665v1","LDRT00000000.1","link"
"297","PAB_0000000299","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium testaceum","Microbacterium testaceum NS283 [SPER]","Plants","Spermosphere","not_announced","not_announced","1268","rice","2731957894","3882322","3671","3615","Yes","Permanent Draft","2033","PRJNA278180","SAMN03401344","GCF_001476285.1","GCA_001476285.1","ASM147628v1","LDRU00000000.1","link"
"298","PAB_0000000300","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium testaceum","Microbacterium testaceum RSA3 [SPER]","Plants","Spermosphere","not_announced","not_announced","1242","rice","2731957895","3877904","3723","3667","Yes","Permanent Draft","2033","PRJNA278181","SAMN03401345","GCF_001476665.1","GCA_001476665.1","ASM147666v1","LDRV00000000.1","link"
"299","PAB_0000000301","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium testaceum","Microbacterium testaceum KU313","Plants","not_announced","not_announced","not_announced","1095","rice|stored rice grains|rice|stored rice grains","2877006863","3623185","3510","3443","Yes","Permanent Draft","2033","PRJNA429976","SAMN08324240","GCF_002899925.1","GCA_002899925.1","ASM289992v1","PPEE00000000.1","link"
"300","PAB_0000000302","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium thalassium","Microbacterium thalassium DSM 12511 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1083","rhizosphere of mangrove trees|Rhizosphere|Soil|mangrove|rhizosphere of mangrove trees","2870628048","3696012","3464","3399","Yes","Permanent Draft","362649","PRJNA621370","SAMN14510561","GCF_014208045.1","GCA_014208045.1","ASM1420804v1","JACHML000000000.1","link"
"301","PAB_0000000303","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microterricola","Microterricola sp. OV434","Microterricola sp. OV434","Plants","not_announced","not_announced","not_announced","1257","Populus|Populus","2758568040","3817043","3549","3486","Yes","Permanent Draft","2135467","PRJNA440740","SAMN08775161","GCF_003610585.1","GCA_003610585.1","ASM361058v1","RAQA00000000.1","link"
"302","PAB_0000000304","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microterricola","Microterricola gilva","Microterricola gilva DSM 18319","Plants|Aquatic","not_announced","not_announced","not_announced","1175","living seaweed|seaweed|living seaweed","2806310509","3666811","3470","3403","Yes","Permanent Draft","393267","PRJNA519695","SAMN10866049","GCF_004217495.1","GCA_004217495.1","ASM421749v1","SHLC00000000.1","link"
"303","PAB_0000000305","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Planctomonas","Planctomonas deserti","Planctomonas deserti 13S1-3 v2 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1117","Rhizosphere soil","2862993130","3860849","3739","3657","Yes","Permanent Draft","2144185","PRJNA448139","SAMN08822405","GCF_003067705.1","GCA_003067705.1","ASM306770v1","QANL00000000.1","link"
"304","PAB_0000000306","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Plantibacter","Plantibacter flavus","Plantibacter flavus DSM 14012 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1272","phylloshere of grasses|grass|phylloshere of grasses","2781126045","4317755","4099","4041","Yes","Permanent Draft","150123","PRJNA500560","SAMN10363204","GCF_003755125.1","GCA_003755125.1","ASM375512v1","RKHL00000000.1","link"
"305","PAB_0000000307","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Plantibacter","Plantibacter flavus","Plantibacter flavus VKM Ac-2504 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1265","grass|phylloshere of grasses","2708742471","4300060","4088","4031","Yes","Permanent Draft","150123","PRJNA369976","SAMN06295974","GCF_900177615.1","GCA_900177615.1","IMG-taxon 2708742471 annotated assembly","FXAP00000000.1","link"
"306","PAB_0000000308","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Plantibacter","Plantibacter sp. Leaf1","Plantibacter sp. Leaf1 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1247","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221737","3894571","3673","3616","Yes","Permanent Draft","1735669","PRJNA297956","SAMN04151572","GCF_001421315.1","GCA_001421315.1","ASM142131v1","LMJX00000000.1","link"
"307","PAB_0000000309","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Plantibacter","Plantibacter sp. Leaf171","Plantibacter sp. Leaf171 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1248","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221911","3893704","3675","3618","Yes","Permanent Draft","1736284","PRJNA297956","SAMN04151664","GCF_001423725.1","GCA_001423725.1","Leaf171","LMPA00000000.1","link"
"308","PAB_0000000310","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Plantibacter","Plantibacter sp. Leaf314","Plantibacter sp. Leaf314 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1268","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221893","3961764","3737","3682","Yes","Permanent Draft","1736333","PRJNA297956","SAMN04151723","GCF_001423185.1","GCA_001423185.1","Leaf314","LMOB00000000.1","link"
"309","PAB_0000000311","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Plantibacter","Plantibacter sp. M259","Plantibacter sp. M259","Plants","not_announced","not_announced","not_announced","1222","Achillia millefolium|crude oil|Achillia millefolium|crude oil","2884211629","4311036","4221","4155","Yes","Finished","2583822","PRJNA544856","SAMN11864194","GCF_006065115.1","GCA_006065115.1","ASM606511v1","not_available","link"
"310","PAB_0000000312","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Plantibacter","Plantibacter sp. MMLR14_011","Plantibacter sp. MMLR14_011 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1267","Leaf Litter","2891791998","4089281","3933","3866","Yes","Permanent Draft","1898746","PRJNA342146","SAMN05736488","GCF_001865025.1","GCA_001865025.1","ASM186502v1","MJGW00000000.1","link"
"311","PAB_0000000313","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Plantibacter","Plantibacter sp. YR521","Plantibacter sp. YR521","Plants","not_announced","not_announced","not_announced","1314","Populus|Populus","2758568592","4233955","3954","3896","Yes","Permanent Draft","2135468","PRJNA440742","SAMN08776228","GCF_003633915.1","GCA_003633915.1","ASM363391v1","RBIC00000000.1","link"
"312","PAB_0000000314","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Pseudoclavibacter","Pseudoclavibacter endophyticus","Pseudoclavibacter endophyticus EGI 60007 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","940","root|root","2897561785","3256946","2974","2912","Yes","Permanent Draft","1778590","PRJNA488702","SAMN12810921","GCF_008831085.1","GCA_008831085.1","ASM883108v1","WBJY00000000.1","link"
"313","PAB_0000000315","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Pseudoclavibacter","Pseudoclavibacter soli","Pseudoclavibacter soli DSM 23366","Plants|Soil","not_announced","not_announced","not_announced","727","Soil from a ginseng field|Soil|Agricultural land|ginseng|Soil from a ginseng field","2524614761","2223047","2110","2058","Yes","Permanent Draft","1123013","PRJNA185649","SAMN02441498","GCF_000423505.1","GCA_000423505.1","ASM42350v1","AUIC00000000.1","link"
"314","PAB_0000000316","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Pseudoclavibacter","Pseudoclavibacter sp. AY1F1","Pseudoclavibacter sp. AY1F1","Plants","not_announced","not_announced","not_announced","1129","Dactylis glomerata|Dactylis glomerata","2842947366","4097181","3846","3784","Yes","Permanent Draft","2080583","PRJNA432233","SAMN08438835","GCF_002931075.1","GCA_002931075.1","ASM293107v1","PSTQ00000000.1","link"
"315","PAB_0000000317","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Pseudoclavibacter","Pseudoclavibacter sp. CFCC 11306","Pseudoclavibacter sp. CFCC 11306","Plants","not_announced","not_announced","not_announced","759","poplar|bark|poplar|bark","2894500289","2351845","2104","2043","Yes","Permanent Draft","1564493","PRJNA488702","SAMN12810914","GCF_008831235.1","GCA_008831235.1","ASM883123v1","WBKF00000000.1","link"
"316","PAB_0000000318","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Pseudoclavibacter","Pseudoclavibacter sp. CFCC 13611","Pseudoclavibacter sp. CFCC 13611","Plants","not_announced","not_announced","not_announced","779","poplar|bark|poplar|bark","2894528168","2442444","2195","2129","Yes","Permanent Draft","2615178","PRJNA488702","SAMN12810915","GCF_008831225.1","GCA_008831225.1","ASM883122v1","WBKE00000000.1","link"
"317","PAB_0000000319","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Pseudoclavibacter","Pseudoclavibacter sp. CFCC 13796","Pseudoclavibacter sp. CFCC 13796","Plants","not_announced","not_announced","not_announced","756","poplar|bark|poplar|bark","2894498150","2353626","2138","2076","Yes","Permanent Draft","2615179","PRJNA488702","SAMN12810916","GCF_008831185.1","GCA_008831185.1","ASM883118v1","WBKD00000000.1","link"
"318","PAB_0000000320","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Pseudoclavibacter","Pseudoclavibacter sp. CFCC 14310","Pseudoclavibacter sp. CFCC 14310","Plants","not_announced","not_announced","not_announced","783","poplar|bark|poplar|bark","2894515288","2721126","2510","2443","Yes","Permanent Draft","2615180","PRJNA488702","SAMN12810917","GCF_008831165.1","GCA_008831165.1","ASM883116v1","WBKC00000000.1","link"
"319","PAB_0000000321","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Pseudoclavibacter","Pseudoclavibacter sp. JAI123","Pseudoclavibacter sp. JAI123 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1152","Ammophila breviligulata|Isolated from rhizosphere soil|Soil|Ammophila breviligulata|Isolated from rhizosphere soil","2852677369","3768884","3545","3483","Yes","Permanent Draft","2723065","PRJNA616801","SAMN14514812","GCF_013409665.1","GCA_013409665.1","ASM1340966v1","JACCCM000000000.1","link"
"320","PAB_0000000322","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Pseudoclavibacter","Pseudoclavibacter sp. RFBA6","Pseudoclavibacter sp. RFBA6","Plants","not_announced","not_announced","not_announced","1176","Triticum aestivum|Triticum aestivum","2845738547","3917155","3737","3668","Yes","Permanent Draft","2080573","PRJNA432233","SAMN08438820","GCF_002931575.1","GCA_002931575.1","ASM293157v1","PSUA00000000.1","link"
"321","PAB_0000000323","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Pseudoclavibacter","Pseudoclavibacter sp. RFBB5","Pseudoclavibacter sp. RFBB5","Plants","not_announced","not_announced","not_announced","1157","Dactylis glomerata|Dactylis glomerata","2848438205","3774425","3591","3521","Yes","Permanent Draft","2080574","PRJNA432233","SAMN08438821","GCF_002931555.1","GCA_002931555.1","ASM293155v1","PSTZ00000000.1","link"
"322","PAB_0000000324","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. CL22","Microbacterium sp. CL22 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1348","Arabidopsis thaliana|Plant roots|Arabidopsis thaliana|Plant roots","2643221534","4296557","4008","3953","Yes","Permanent Draft","33882","not_announced","not_announced","not_announced","not_announced","not_announced","not_announced","link"
"323","PAB_0000000325","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. WCS2014-259","Microbacterium sp. WCS2014-259 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1217","Arabidopsis thaliana|Arabidopsis thaliana|Plant root","2747842429","3914386","4052","3995","Yes","Permanent Draft","33882","not_announced","not_announced","not_announced","not_announced","not_announced","not_announced","link"
"324","PAB_0000000326","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Pseudoclavibacter","Pseudoclavibacter sp. RFBG4","Pseudoclavibacter sp. RFBG4","Plants","not_announced","not_announced","not_announced","1209","Triticum aestivum|Triticum aestivum","2845759701","4034452","3819","3756","Yes","Permanent Draft","2080575","PRJNA432233","SAMN08438822","GCF_002931515.1","GCA_002931515.1","ASM293151v1","PSYC00000000.1","link"
"325","PAB_0000000327","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Pseudoclavibacter","Pseudoclavibacter sp. RFBH5","Pseudoclavibacter sp. RFBH5","Plants","not_announced","not_announced","not_announced","1223","Triticum aestivum|Triticum aestivum","2848434311","4100211","3893","3823","Yes","Permanent Draft","2080576","PRJNA432233","SAMN08438823","GCF_002931455.1","GCA_002931455.1","ASM293145v1","PSTY00000000.1","link"
"326","PAB_0000000328","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Pseudoclavibacter","Pseudoclavibacter sp. RFBI5","Pseudoclavibacter sp. RFBI5","Plants","not_announced","not_announced","not_announced","1204","Triticum aestivum|Triticum aestivum","2842943523","4103655","3842","3768","Yes","Permanent Draft","2080578","PRJNA432233","SAMN08438825","GCF_002931395.1","GCA_002931395.1","ASM293139v1","PSYA00000000.1","link"
"327","PAB_0000000329","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Pseudoclavibacter","Pseudoclavibacter sp. RFBJ5","Pseudoclavibacter sp. RFBJ5","Plants","not_announced","not_announced","not_announced","1220","Triticum aestivum|Triticum aestivum","2848279064","4089291","3866","3805","Yes","Permanent Draft","2080580","PRJNA432233","SAMN08438827","GCF_002931355.1","GCA_002931355.1","ASM293135v1","PSTX00000000.1","link"
"328","PAB_0000000330","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Pseudoclavibacter","Pseudoclavibacter sp. Z016","Pseudoclavibacter sp. Z016","Plants","not_announced","not_announced","not_announced","1202","Dactylis glomerata|Dactylis glomerata","2848275205","4080394","3858","3795","Yes","Permanent Draft","2080581","PRJNA432233","SAMN08438830","GCF_002931215.1","GCA_002931215.1","ASM293121v1","PSTU00000000.1","link"
"329","PAB_0000000331","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter caricis","Rathayibacter caricis DSM 15933 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1189","phyllosphere of Carex sp.|Carex sp.|phyllosphere of Carex sp.","2791355017","4119949","3909","3854","Yes","Permanent Draft","1328867","PRJNA429042","SAMN08328449","GCF_003044275.1","GCA_003044275.1","Rcar","PZPL00000000.1","link"
"330","PAB_0000000332","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter festucae","Rathayibacter festucae VKM Ac-2802","Plants","not_announced","not_announced","not_announced","1231","Androsace koso-poljanskii","2888066936","4316394","4014","3952","Yes","Finished","110937","PRJNA563711","SAMN12724567","GCF_009834205.1","GCA_009834205.1","ASM983420v1","not_available","link"
"331","PAB_0000000333","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter iranicus","Rathayibacter iranicus VKM Ac-1602 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","877","Triticum aestivum|Triticum aestivum","2706795029","3380746","3325","3268","Yes","Permanent Draft","59737","PRJNA369984","SAMN06296033","GCF_003149025.1","GCA_003149025.1","ASM314902v1","QGDV00000000.1","link"
"332","PAB_0000000334","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter iranicus","Rathayibacter iranicus NCCPB 2253","Plants","not_announced","not_announced","not_announced","871","Wheat|Wheat","2840649603","3436894","3442","3380","Yes","Finished","59737","PRJNA439017","SAMN08740940","GCF_004011115.1","GCA_004011115.1","ASM401111v1","not_available","link"
"333","PAB_0000000335","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter iranicus","Rathayibacter iranicus DSM 7484 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","872","Triticum aestivum|Plant|Triticum aestivum|Triticum aestivum","2846098012","3389548","3394","3333","Yes","Permanent Draft","59737","PRJNA432233","SAMN08438724","GCF_002933035.1","GCA_002933035.1","ASM293303v1","PSXS00000000.1","link"
"334","PAB_0000000336","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter iranicus","Rathayibacter iranicus FH154","Plants","not_announced","not_announced","not_announced","861","Triticum aestivum|Triticum aestivum","2850208544","3183142","3184","3126","Yes","Permanent Draft","59737","PRJNA432233","SAMN08438722","GCF_002932965.1","GCA_002932965.1","ASM293296v1","PSXU00000000.1","link"
"335","PAB_0000000337","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter iranicus","Rathayibacter iranicus TRS5","Plants","not_announced","not_announced","not_announced","863","Triticum aestivum|Triticum aestivum","2868648879","3188086","3190","3132","Yes","Permanent Draft","59737","PRJNA432233","SAMN08438723","GCF_002933115.1","GCA_002933115.1","ASM293311v1","PSXT00000000.1","link"
"336","PAB_0000000339","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi AY2B6","Plants","not_announced","not_announced","not_announced","870","Lolium perenne|Lolium perenne","2838980199","3355400","3400","3338","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438817","GCF_002931675.1","GCA_002931675.1","ASM293167v1","PSUD00000000.1","link"
"337","PAB_0000000340","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi DSM 7485","Plants","not_announced","not_announced","not_announced","846","Dactylis glomerata|Dactylis glomerata|Dactylis glomerata","2840627797","3103889","3122","3059","Yes","Finished","33887","PRJNA429250","SAMN08328451","GCF_004011095.1","GCA_004011095.1","ASM401109v1","not_available","link"
"338","PAB_0000000341","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi AY2A5","Plants","not_announced","not_announced","not_announced","868","Lolium perenne|Lolium perenne","2846108562","3343962","3397","3334","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438811","GCF_002931095.1","GCA_002931095.1","ASM293109v1","PSUJ00000000.1","link"
"339","PAB_0000000342","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi Z022","Plants","not_announced","not_announced","not_announced","852","Dactylis glomerata|Dactylis glomerata","2846111960","3013906","3013","2948","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438728","GCF_002933175.1","GCA_002933175.1","ASM293317v1","PSXO00000000.1","link"
"340","PAB_0000000343","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi AY1I9","Plants","not_announced","not_announced","not_announced","854","Dactylis glomerata|Dactylis glomerata","2846114974","3096313","3108","3045","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438809","GCF_002930835.1","GCA_002930835.1","ASM293083v1","PSUL00000000.1","link"
"341","PAB_0000000344","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi AY1H7","Plants","not_announced","not_announced","not_announced","866","Lolium perenne|Lolium perenne","2850165588","3330118","3365","3302","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438803","GCF_002931895.1","GCA_002931895.1","ASM293189v1","PSUR00000000.1","link"
"342","PAB_0000000345","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi AY1G7","Plants","not_announced","not_announced","not_announced","877","Dactylis glomerata|Dactylis glomerata","2850172416","3347619","3405","3342","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438797","GCF_002932075.1","GCA_002932075.1","ASM293207v1","PSUX00000000.1","link"
"343","PAB_0000000346","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi AY1B9","Plants","not_announced","not_announced","not_announced","865","Dactylis glomerata|Dactylis glomerata","2854362815","3199580","3228","3163","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438760","GCF_002932675.1","GCA_002932675.1","ASM293267v1","PSWI00000000.1","link"
"344","PAB_0000000347","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi Z015","Plants","not_announced","not_announced","not_announced","868","Dactylis glomerata|Dactylis glomerata","2854399259","3151710","3162","3098","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438727","GCF_002933195.1","GCA_002933195.1","ASM293319v1","PSXP00000000.1","link"
"345","PAB_0000000348","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi AY1C8","Plants","not_announced","not_announced","not_announced","854","Dactylis glomerata|Dactylis glomerata","2857986625","3141871","3167","3100","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438768","GCF_002931955.1","GCA_002931955.1","ASM293195v1","PSWA00000000.1","link"
"346","PAB_0000000349","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi AY2A3","Plants","not_announced","not_announced","not_announced","872","Dactylis glomerata|Dactylis glomerata","2858008188","3338203","3385","3324","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438810","GCF_002931255.1","GCA_002931255.1","ASM293125v1","PSUK00000000.1","link"
"347","PAB_0000000350","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi AY1G4","Plants","not_announced","not_announced","not_announced","865","Dactylis glomerata|Dactylis glomerata","2871291720","3144693","3142","3082","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438796","GCF_002932135.1","GCA_002932135.1","ASM293213v1","PSUY00000000.1","link"
"348","PAB_0000000351","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi AY1D6","Plants","not_announced","not_announced","not_announced","868","Dactylis glomerata|Dactylis glomerata","2871297178","3366710","3426","3362","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438775","GCF_002932535.1","GCA_002932535.1","ASM293253v1","PSVT00000000.1","link"
"349","PAB_0000000352","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi AY1D8","Plants","not_announced","not_announced","not_announced","873","Dactylis glomerata|Dactylis glomerata","2871300605","3342301","3390","3326","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438777","GCF_002932375.1","GCA_002932375.1","ASM293237v1","PSVR00000000.1","link"
"350","PAB_0000000353","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi AY1E7","Plants","not_announced","not_announced","not_announced","865","Dactylis glomerata|Dactylis glomerata","2871307253","3273408","3280","3218","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438785","GCF_002930915.1","GCA_002930915.1","ASM293091v1","PSVJ00000000.1","link"
"351","PAB_0000000354","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi AY1H6","Plants","not_announced","not_announced","not_announced","853","Dactylis glomerata|Dactylis glomerata","2871310534","3092670","3109","3039","Yes","Permanent Draft","33887","PRJNA432233","SAMN08438802","GCF_002931915.1","GCA_002931915.1","ASM293191v1","PSUS00000000.1","link"
